hour,isFraud
0.0,0.0
0.0002777777776827861,0.0
0.0002777777777787094,0.0
0.00027777777779647295,0.0
0.0005555555553655722,0.2
0.0005555555555361025,0.0
0.0005555555555503133,0.0
0.0005555555555645242,0.0
0.0005555555555929459,0.0
0.000833333333275732,0.0
0.0008333333333325754,0.0
0.0008333333333894188,0.0
0.0008333333335031057,0.0
0.0011111111107311444,0.0
0.001111111111072205,0.0
0.0011111111111858918,0.0
0.001388888888868678,0.08333333333333333
0.0013888888888970996,0.0
0.001666666666551464,0.0
0.0016666666666651508,0.0
0.0016666666670062114,0.0
0.0019444444442342501,0.0
0.001944444444447413,0.0
0.0019444444444616238,0.0
0.00222222222214441,0.0
0.0022222222222012533,0.0
0.0022222222222580967,0.0
0.0022222222223717836,0.0
0.0024999999999977263,0.0
0.0025000000000545697,0.0
0.002777777777737356,0.0
0.0027777777777657775,0.0
0.002777777777794199,0.0
0.003055555555420142,0.0
0.0030555555555338287,0.0
0.0030555555556475156,0.0
0.0030555555558748893,0.5
0.0033333333333303017,0.14285714285714285
0.0033333333335576754,0.14285714285714285
0.003611111111013088,0.0
0.0036111111111267746,0.0
0.0036111111112404615,0.0
0.003888888888866404,0.0
0.003888888888894826,0.0
0.0038888888889232476,0.0
0.004166666666606034,0.0
0.004166666666662877,0.0
0.0041666666667197205,0.0
0.00444444444428882,0.0
0.004444444444402507,0.0
0.00444444444445935,0.0
0.0044444444445161935,0.0
0.004722222221971606,0.0
0.00472222222219898,0.1111111111111111
0.004722222222426353,0.0
0.0049999999999954525,0.0
0.005000000000002558,0.0
0.005000000000109139,0.0
0.0052777777777919255,0.0
0.005555555555474712,0.0
0.005833333333157498,0.0
0.005833333333328028,0.0
0.005833333333384871,0.0
0.005833333333612245,0.0
0.006111111110840284,0.0
0.0061111111110676575,0.0
0.00611111111111029,0.0
0.006111111111124501,0.0
0.006111111111295031,0.0
0.00638888888886413,0.0
0.006388888888977817,0.0
0.006666666666660603,0.0
0.006666666667115351,0.0
0.0069444444443433895,0.0
0.006944444444457076,0.0
0.007222222222026176,0.0
0.0072222222222251276,0.0
0.007222222222253549,0.0
0.007222222222480923,0.0
0.007499999999708962,0.0
0.007499999999936335,0.0
0.007499999999993179,0.0
0.007500000000050022,0.0
0.007500000000163709,0.2
0.007777777777846495,0.14285714285714285
0.008055555555529281,0.0
0.008055555555557703,0.0
0.008055555555984029,0.0
0.008333333333212067,0.0
0.008333333333325754,0.0
0.008333333333339965,0.0
0.008333333333439441,0.25
0.008611111110894853,0.0
0.008611111111122227,0.1
0.0086111111113496,0.0
0.008888888888805013,0.0
0.008888888888861857,0.0
0.008888888888890278,0.0
0.0088888888889187,0.0
0.008888888889032387,0.0
0.00916666666665833,0.0
0.009166666666715173,0.0
0.00944444444439796,0.0
0.009444444444440592,0.0
0.009722222222080745,0.14285714285714285
0.009722222222194432,0.0
0.009722222222222854,0.0
0.009722222222308119,0.0
0.009999999999990905,0.0
0.010000000000218279,0.0
0.010277777777673691,0.0
0.010277777777787378,0.0
0.010277777777901065,0.16666666666666666
0.01055555555555543,0.0
0.010555555555583851,0.2
0.010833333333266637,0.1111111111111111
0.01083333333332348,0.0
0.010833333333337691,0.0
0.010833333333380324,0.0
0.010833333333721384,0.0
0.011111111110949423,0.0
0.01111111111106311,0.0
0.011111111111119953,0.0
0.011388888888859583,0.0
0.011388888888888005,0.0
0.011388888889086957,0.0
0.011666666666314995,0.0
0.011666666666656056,0.0
0.011666666666670267,0.0
0.011666666666769743,0.0
0.011944444444452529,0.0
0.012222222222135315,0.0
0.012222222222249002,0.25
0.012499999999818101,0.0
0.012499999999988631,0.0
0.012500000000002842,0.0
0.012500000000045475,0.0
0.01277777777772826,0.0
0.012777777777785104,0.0
0.012777777777955635,0.14285714285714285
0.013055555555524734,0.0
0.013055555555553156,0.0
0.013055555555581577,0.0
0.01305555555563842,0.0
0.013333333333321207,0.0
0.013611111111003993,0.0
0.01361111111111768,0.0
0.013888888888686779,0.0
0.013888888888914153,0.0
0.014166666666596939,0.5
0.014166666666667993,0.0
0.014166666666710626,0.0
0.014166666666824312,0.0
0.014444444444393412,0.0
0.014444444444450255,0.0
0.014444444444507099,0.14285714285714285
0.014722222222189885,0.1111111111111111
0.014722222222218306,0.0
0.014722222222246728,0.0
0.01499999999987267,0.0
0.014999999999986358,0.0
0.015000000000100044,1.0
0.015000000000327418,0.0
0.015277777777555457,0.0
0.01527777777778283,0.0
0.015555555555465617,0.0
0.015555555555550882,0.0
0.015555555555579303,0.0
0.01555555555569299,0.16666666666666666
0.015833333333318933,0.0
0.015833333333333144,0.0
0.015833333333375776,0.0
0.016111111111058563,0.07692307692307693
0.01638888888874135,0.0
0.016388888888855035,0.0
